Fonte de Recursos;Despesa;Liquidado
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903916 - GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO);15682277
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903918 - PROPAGANDA/PUBLICIDADE;13396717.92
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS;54365456.86
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903920 - INSTAL.MANUT.DE EQUIP.DE INFORM TRANSF88;150595
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903921 - SERVICOS DE COMUNICACAO DE DADOS;6773999.13
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903922 - LOC.MAQ.REPROGAFICAS C/MAO DE OBRA;901899.31
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903923 - DESP.MIUDAS E DE PRONTO PGTO.SEV.MIL.SEG.PES;379726.74
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903924 - SERV.FORNECIM.E DISTRIB.DE CESTA BASICA;4087010.61
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903925 - SERVICOS DE CORREIOS;24535613.72
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903926 - PUBLICIDADE LEGAL;436080.21
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903927 - GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE;27155544.17
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903928 - SERVICOS DE PUBLICIDADE INSTITUCIONAL;106082510.34
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903929 - SERVICOS DE PUBLICIDADE DE UTILIDADE PUBLICA;51697284
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903930 - DESP.RELACIO.SOLUCAO DE DISPUTAS CONTRATUAIS;82500
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903931 - SERVICOS DE APOIO AO ENSINO;30996388.53
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903932 - CONSER.E REPARO DE TRENS P/TRANSP.FERROVIARI;189104780.86
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903936 - DEDETIZACAODESINSETIZACAO E DESRATIZACAO;4273864.89
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903940 - FRETES E TRANSPORTES;31947918.4
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903941 - SERVICO DE LAVANDERIA;61973132.37
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903942 - SEGURO DE VIDA;1934104.65
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903943 - ASSIN.DE JORNAISPERIODICOS E CLIPAGEM;11007010.62
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903944 - SEGURO DE VEICULO;3001115.81
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903945 - OUTROS SEGUROS;6942281.97
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903946 - SERVICOS MEDICOSHOSPITALARES E ODONTOLOGICO;563467072.65
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES;33486324.26
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903950 - SERVICOS DE MONITORIA;3895051.28
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903951 - CARGA DESCARGA EMPAC.PESAGEM DIST.LOG.ARMAZE;1006824.86
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903952 - PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS;1690257.55
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903953 - PROJ.OU PESQ.DE CIENCIATECNOLOGIA E INOVACA;2450324.15
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903954 - CONGRESSOSSEMINARIOSSIMPOSIOS E CONGENERES;176776.14
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903955 - INSCRICOES EM EVENTOS DIVERSOS;122290.38
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA;2178290.09
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903957 - SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI;5484067.27
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903958 - AUDIOVIDEOFOTO E PROJECAO;15155464.43
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903959 - SERVICOS DE SOCORRO E SALVAMENTO;546429.08
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903960 - REALIZACAO DE CONCURSO PUBLICO;209599.16
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO;4429027.66
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903962 - CONTR.CURSOS INCL.QUALIF.PROFIS.EXT.SERV.PUB;11762873.78
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903963 - INSTAL.REPAR.MANUT.DIVIPORTASCORTPERS.AFI;2072470.4
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903964 - CRECHE;7772197.6
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903965 - SERVICOS DE COPA COPEIRAGEM;9499385.02
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903966 - COLETA DE LIXO HOSPITALAR_E DE LABORATORIO;3678843.25
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903967 - SERVICOS DECORRENTES DE DECISAO JUDICIAL;31598465.06
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903968 - ATENDIMENTO DOMICILIAR A SAUDE (HOME CARE);13628115.13
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903969 - SERV.SOCORRISTA P/ATEND.MEDICO URGENTE;73201421.96
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903970 - FORNEC.ALIMENT.PREPARADA-HOSPITALAR;96335878.57
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903972 - FORNEC.ALIMENTACAO PREPARADA-CUSTODIADOS;195609899.85
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB;135948839.66
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903975 - CONTRATOS DE GESTAO-LEI COMPL.846/98 ALT.POS;5945548590.5
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903978 - MANUTENCAO DE VIATURAS ESCOLTA DE CUSTODIADO;918853.84
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS;265438598.6
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT;240764554.4
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903981 - REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET;233634383.7
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903982 - CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC;182484543
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903983 - SERVICOS GRAFICOS;65861520.59
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903985 - SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS;22511647.61
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903989 - SERVICOS DE PREPARACAO DA ALIMENTACAO ESCOLA;1646369.85
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903991 - LOCACAO DE IMOVEIS;64220316.29
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO;35157240.52
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903993 - VERBA DE REPRESENTACAO;825803.43
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903994 - OPERACOES POLICIAIS;4729942.41
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903995 - MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO;5365975.59
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33903999 - OUTROS SERVICOS DE TERCEIROS;2530947193.01
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904007 - MANUTENþÒO DE SOFTWARE;48050996.05
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904008 - LOCAþÒO DE SOFTWARE;112089.1
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904009 - DESENVOLVIMENTO DE SOFTWARE;18928516.78
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904010 - ATUALIZ.OU AQUIS.LICENþA E CESSÒO DE SOFTWAR;43309643.12
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904011 - SUPORTE DE INFRAESTRUTURA;8292568.04
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904012 - SUPORTE A USUßRIOS DE TI;14184051.97
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904013 - HOSPEDAGEM DE SISTEMAS;26757754.37
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904014 - LOCAþÒO DE EQUIPAMENTOS DE TI;15670242.73
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904015 - MANUTENþÒO DE EQUIPAMENTOS DE TI;16870149.16
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904016 - COMUNICAþÒO DE DADOS;39845053.58
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904017 - ARMAZENAMENTO DE DADOS;212749.74
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904018 - SALA COFRE;7545040.25
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904019 - SERVIþOS DE DIGITAþÒO E PREPARAþÒO DE DADOS;1366620.21
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904020 - SERVIþOS DE TELEFONIA DE VOZ SOBRE IP;3040952.49
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904021 - SERVIþOS DE MENSAGERIA E COLABORAþÒO;240679
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904022 - SERVIþOS DE IMPRESSÒO DE ALTO VOLUME;23060.04
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904090 - SERVIþOS DE TECNOLOGIA DA INFORMAþÒO;617775169.9
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904111 - CONTRIBUICOES CORRENTES A FUNDOS;780000
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904112 - CONTRIBUICOES A EMPRESAS ESTATAIS;52446698.05
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904113 - CONTRIBUICOES A AUTARQUIAS E FUNDACOES;176030
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904114 - OUTRAS CONTRIBUICOES;16981.77
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904117 - CONTRIBUICOES AO FUNDEB;8062501207.84
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904501 - EQUALIZACAO DE PRECOS;200000
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904601 - AUXILIO - ALIMENTACAO;277955203.95
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS;1258691329.73
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904713 - IPTU;1636215.34
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904714 - IMPOSTO DE RENDA;44.98
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904716 - PARCELAMENTO PASEP;6998435.37
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904718 - TAXA DE LIMPEZA PUBLICA;203234.84
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904720 - OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA;27904448.61
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904722 - OUTRAS TAXAS;2181531.4
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904801 - AUXILIOS A PESSOAS FISICAS;114935118.33
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904804 - BOLSA-AUXILIO DA FRENTE DE TRABALHO;10100968
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904805 - BOLSA-AUXILIO PROGR.QUALIFICACAO PROFISSIONA;154975.71
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904901 - AUXILIO - TRANSPORTE;435722955.25
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33904903 - AUX.P/DESLOCAMENTO EXTRAORDINßRIO-LC 1.320/1;47148560.48
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33905011 - ENERGIA ELETRICA;540564257.28
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33905012 - TELEFONIA FIXA;44264803.21
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33905013 - AGUA E ESGOTOS;658936925.04
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33905014 - GAS ENCANADO;21973669.54
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33905015 - OUTROS SERVICOS DE UTILIDADE PUBLICA;46206504.43
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33905017 - TELEFONIA MOVEL CELULAR;4004910.1
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33905919 - PENSIONISTAS DA REVOLUþÒO DE 1932;9286185.45
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33905920 - PENSÒO A HANSENIANO;2491988
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33905921 - PENSÒO JUDICIAL DE CARßTER INDENIZAT¾RIO;38137920.2
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33905922 - PENSIONISTAS - CARTEIRAS EXTINTAS;4650231.37
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33905923 - INATIVOS - CARTEIRAS EXTINTAS;80575795.69
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33905924 - RESTIT.CONTR.º 1¦ ART.5¦ LEI N¦16.877-2018;249490531.32
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33905925 - RESTIT.CONTR.º 1¦ ART.6¦ LEI N¦16.877-2018;113448086.7
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909101 - SENTENCAS JUDICIAIS;18889390.8
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909102 - DESPESAS DECORRENTES DE ACOES JUDICIAIS;874427.35
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909103 - CREDITOS DE NATUREZA ALIMENTICIA;2905855219.27
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909105 - OBRIGACOES DE PEQUENO VALOR;916453564.77
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909211 - VALE-REFEICAO;175098.64
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909212 - ALIMENTACAO PREPARADA;206502.75
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909213 - GENEROS ALIMENTICIOS;375133.14
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909214 - LIMPEZA;468646.31
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909215 - VIGILANCIA;318386.09
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909216 - ENERGIA ELETRICA;7984694.46
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909217 - TELEFONIA;1209089.92
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909218 - AGUA E ESGOTOS;9789486.95
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909219 - GAS;75577.77
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;53744331.94
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909221 - DIARIAS;12569923.63
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909222 - IMPOSTOS EM ATRASO;23664.14
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909301 - INDENIZACOES E RESTITUICOES DIVERSAS;324701991.21
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909308 - RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGIC;8671598.38
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909309 - RESSARCIMENTO DE AUXILIO PRE ESCOLAR;569191.47
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909310 - INDENIZACOES A PRESOS POLITICOS;88000
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909311 - INDENIZ.ADMINIST.REPARACAO DE DANOS;4867181.2
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909312 - RESSARCIM.DE GRATUIDADES DE TRANSPORTE;819022584
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909313 - AJUDA DE CUSTO-PESSOAL MILITAR;395578.49
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909315 - AJUDA DE CUSTO-PESSOAL CIVIL;1682538.61
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909317 - INDENIZACAO TERMOS DECR.40.177/95 E ALT.POST;528310.14
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909320 - CUSTEIO DILIGENCIAS DOS OFIC.DE JUSTICA;534901.24
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909321 - ETAPAS PAGAS A SERVIDORES;7091090.95
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909322 - AUXILIO-ENC.GER.DE GAB. DEPUTADO E AUX.HOSPE;20531962.68
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909323 - RESSARCI.DE TRANSP.P/LOCOMOCAO DE SERVIDORES;96791.52
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33909327 - INDENIZ.A P.FISICA DECOR.DE DECISAO JUDICIAL;502775.49
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33910801 - OUTROS BENEFICIOS ASSIST.DO SERVIDOR/MILITAR;1158928.54
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33911401 - DIßRIAS PESSOAL CIVIL;1090955
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33913002 - MATERIAL DE CONSUMO;154985857.15
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33913348 - PASSAGENS E DESPESAS COM LOCOMOCAO;1166120.34
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33913502 - SERVICOS DE CONSULTORIA;16800
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33913620 - OUTROS SERVICOS DE TERC-PESSOA FISICA;51010
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33913794 - LIMPEZA E VIGILANCIA;35637144
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33913981 - REFORMAS DE IM¾VEISINCLUS.INSTAL.HIDR.E ELE;18975013.74
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33913990 - OUTROS SERV.DE TERC. PESSOA JURIDICA;95656341.2
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33913996 - TAXA DE ADMINISTRACAO A SAO PAULO PREV-SPPRE;101745407.59
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33914090 - SERVIþOS DE TECNOLOGIA DA INFORMAþÒO;729724
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33914301 - SUBVENCOES SOCIAIS;22770430.11
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33914721 - OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;1022451.15
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33914901 - AUXÝLIO - TRANSPORTE;879963.7
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33915018 - SERVICOS DE UTILIDADE PUBLICA;2802511.77
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33919203 - DESPESAS DE EXERCÝCIOS ANTERIORES;44728.59
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33919301 - INDENIZACOES E RESTITUICOES DIVERSAS;4182.09
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;33919312 - RESSARCIMENTO DE GRATUIDADE DE TRANSPORTE;336971056.6
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44204211 - TRANSFERENCIAS;9164248
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44405101 - TRANSFERENCIAS A MUNICIPIOS-OBRAS;629056282.74
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44405201 - TRANSF.A MUNICIPIOS-EQUIP.MATER.PERMANENTE;120842835.59
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44409201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;38458625.63
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44504201 - AUXILIOS PARA DESPESAS DE CAPITAL;117332486.55
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44504202 - AUXILIO A APM-PDDE PAULISTA-LEI 17.149/2019;224332489.88
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44704201 - AUXILIOS PARA DESPESAS DE CAPITAL;213291.71
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44902001 - AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA;220511429.07
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44903501 - SERV. DE CONSULTORIA ASSESSORIA E AUDITORIA;2969928.83
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS;105000
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS;21000
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44903921 - SERVICOS DE COMUNICACAO DE DADOS;649.78
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44903999 - OUTROS SERVICOS DE TERCEIROS;46633.2
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44904062 - AQUISIþÒO DE SOFTWARE;1550493.38
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44904064 - COMUNICAþÒO DE DADOS;13100
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44904201 - AUXILIOS PARA DESPESAS DE CAPITAL;156612387.46
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905110 - ESTUDOS E PROJETOS;26179216.35
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905111 - GERENCIAMENTO DE OBRAS;10906649.19
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905112 - INSTALACOES;1387679.76
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905130 - EXECUCAO DE OBRAS E INSTALACOES;498131742.61
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905131 - DESAPROPRIACOES;32129138.1
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905210 - VEICULOS DIVERSOS;259201847
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905211 - TRENS;61399985.05
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMACÒO;33397744.1
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905231 - MAQUINAS E MOTORES;166523.7
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905232 - MOBILIARIO EM GERAL;155044604.09
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905233 - MATERIAL EDUCATIVOCULTURAL E RECREATIVO;76356831.46
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE;51836804.84
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905235 - EQUIP.E MOBIL.MED.-HOSPITALARODONTOLOGICO;117267568.12
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905236 - ARMAMENTOS;321330
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905241 - EQUIPAMENTOS PARA DATA CENTER;245400
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44905242 - AQUISICAO DE SOFTWARE PRONTO;1046718.3
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44909101 - SENTENCAS JUDICIAIS;762000000
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44909105 - OBRIGACOES DE PEQUENO VALOR;316000
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44909201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;2427665.78
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44909205 - OBRAS E INSTALACOES;656264.86
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44909301 - INDENIZACOES E RESTITUICOES DIVERSAS;250020054.6
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44913999 - OUTROS SERVICOS DE TERCEIROS;95000
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44914065 - SERVICOS DE TI - PESSOA JURIDICA;6999.72
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;44915237 - EQUIPAMENTOS E MATERIAL PERMANENTE;310315
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;45906510 - SUBSCRICAO DE ACOES-INVESTIMENTOS;1185849142.68
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;45916510 - SUBSCRICAO DE ACOES-INVESTIMENTOS;196542192.36
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR;46907110 - AMORTIZ.DA DIVIDA INTERNA CONTRATADA;5507496718.32
